metadata_event_type,metadata_event_type_key_name,metadata_event_metadata_version,id,status,type,expires_at,activated_at,ordered_at,effective_from,canceled_at,cancelation_reason,created_at,updated_at,replacement_reason,replacement_for,replacement_by,subscription_key,party_key,card_product_id
UPDATE,cardId,1.0.0,d0f91493-b027-4910-a5de-e0b0d36a2865,ACTIVE,VIRTUAL,2028-12-31,2023-12-13 18:18:07.165,2023-12-13 18:18:07.165,2023-12-13,,,2023-12-13 18:18:01.504,2023-12-13 18:18:07.291,,,,f9079c33-a44c-4825-924d-fa62a386f300,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
UPDATE,cardId,1.0.0,36d747d3-7619-4cec-b192-90dd29721852,ACTIVE,VIRTUAL,2028-12-31,2023-12-13 19:50:54.393,2023-12-13 19:50:54.393,2023-12-13,,,2023-12-13 19:50:42.559,2023-12-13 19:50:54.420,,,,1bee002c-65a9-434e-ad89-26a6343bb1c0,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,8a66076f-d9af-4069-96eb-e368c96f2943,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 18:37:58.024,2023-12-13 18:37:58.024,,,,6501267d-81c4-41d8-93a6-c1a7567f68a1,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,ed136ba9-b4d4-410d-bcdc-f1474c80a17b,NEW,VIRTUAL,,,,2023-09-07,,,2023-09-07 07:23:17.181,2023-09-07 07:23:17.181,,,,aeadf5a3-2d9c-46a6-aed3-b48b68cf2742,0042a796-5342-4e10-8c26-f3cd5cd01995,9b19c035-031f-47a9-8568-b5fa8212d0c9
UPDATE,cardId,1.0.0,1974d494-441b-45e4-bb1b-3ab735d58462,ACTIVE,VIRTUAL,2028-12-31,2023-12-13 18:20:57.169,2023-12-13 18:20:57.169,2023-12-13,,,2023-12-13 18:20:52.849,2023-12-13 18:20:57.214,,,,15747fac-d702-40bb-b994-8a8fcd140e7a,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,71d99304-a212-48fe-b688-865fb24b2688,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 18:23:36.467,2023-12-13 18:23:36.467,,,,60b5623e-d0fa-4742-be93-8e1706765806,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,5d204494-9999-4db9-addc-d1dbb254c000,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 21:53:54.939,2023-12-13 21:53:54.939,,,,cbba9fad-28e2-4e10-a08f-af5ec83adf0f,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,7259ea80-f701-4c54-86b3-75a6c454725a,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 19:03:13.965,2023-12-13 19:03:13.965,,,,f014eacd-73cd-43c0-a430-7900422375d8,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,36d747d3-7619-4cec-b192-90dd29721852,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 19:50:42.559,2023-12-13 19:50:42.559,,,,1bee002c-65a9-434e-ad89-26a6343bb1c0,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,365a3962-f4d2-4ed6-982c-44b49080db48,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 19:38:52.542,2023-12-13 19:38:52.542,,,,051b939f-56c5-447c-bf5b-b3468455044a,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
UPDATE,cardId,1.0.0,2decd138-b79a-4c55-a9c9-33e97f3e44df,ACTIVE,VIRTUAL,2028-12-31,2023-12-13 20:50:08.335,2023-12-13 20:50:08.335,2023-12-13,,,2023-12-13 20:49:59.723,2023-12-13 20:50:08.346,,,,24244339-bc90-4914-a4bb-780d4be12b4f,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,f6125205-6a75-4593-b58b-7dac2ad8ac2e,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 19:47:58.825,2023-12-13 19:47:58.825,,,,0c0e9fad-5bf0-4e39-bfc4-8062286ac38c,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,2e6d3676-caa7-408f-b987-f2144bea7534,NEW,VIRTUAL,,,,2024-02-13,,,2024-02-13 14:09:10.695,2024-02-13 14:09:10.695,,,,cbcec3c4-7a99-4dd7-95be-51e21ae3c3e3,0042a796-5342-4e10-8c26-f3cd5cd01995,e14371c2-0463-4dc4-b9e0-ea805015d31c
INSERT,cardId,1.0.0,68aabd7e-4418-4ae5-8aa9-fec146b20927,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 19:06:21.442,2023-12-13 19:06:21.442,,,,7ed66e7d-0b4a-4647-8e95-2578fd6372db,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
UPDATE,cardId,1.0.0,fe588d35-a1ef-4c0f-a458-c09b74de26e8,ACTIVE,VIRTUAL,2029-02-28,2024-02-13 13:29:42.318,2024-02-13 13:29:42.318,2024-02-13,,,2024-02-13 13:29:35.282,2024-02-13 13:29:42.335,,,,0b7358df-cdeb-454d-ab69-f22a44f030da,0042a796-5342-4e10-8c26-f3cd5cd01995,e14371c2-0463-4dc4-b9e0-ea805015d31c
INSERT,cardId,1.0.0,52f0e566-d608-40eb-a55f-aa8b2e44c475,NEW,VIRTUAL,,,,2024-02-13,,,2024-02-13 12:36:17.404,2024-02-13 12:36:17.404,,,,e2bb1a0e-082c-4d66-9b9e-27ac33ade7eb,0042a796-5342-4e10-8c26-f3cd5cd01995,e14371c2-0463-4dc4-b9e0-ea805015d31c
UPDATE,cardId,1.0.0,ed136ba9-b4d4-410d-bcdc-f1474c80a17b,ACTIVE,VIRTUAL,2028-09-30,2023-09-07 07:23:24.473,2023-09-07 07:23:24.473,2023-09-07,,,2023-09-07 07:23:17.181,2023-09-07 07:23:24.591,,,,aeadf5a3-2d9c-46a6-aed3-b48b68cf2742,0042a796-5342-4e10-8c26-f3cd5cd01995,9b19c035-031f-47a9-8568-b5fa8212d0c9
INSERT,cardId,1.0.0,da2807e7-8610-4b16-b22f-6bffcd22aa60,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 20:42:53.458,2023-12-13 20:42:53.458,,,,97fde5e6-33fe-40ef-9ce7-ac0708649782,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,f7392294-3028-4d4a-ada6-5fc4ca510f8c,NEW,VIRTUAL,,,,2024-10-15,,,2024-10-15 10:42:09.489,2024-10-15 10:42:09.489,,,,bff03ece-ef84-44a9-b9af-5ec98c53120e,0042a796-5342-4e10-8c26-f3cd5cd01995,c5bed173-c64e-464b-bead-98583953b41a
INSERT,cardId,1.0.0,44358157-7cd8-4f86-b68c-303e4c4cc23d,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 19:54:55.869,2023-12-13 19:54:55.869,,,,3fad035e-44eb-4354-941a-0ba62268e415,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
UPDATE,cardId,1.0.0,ef850845-1d46-478f-85a2-41fe291c0074,ACTIVE,VIRTUAL,2028-12-31,2023-12-13 19:05:00.518,2023-12-13 19:05:00.518,2023-12-13,,,2023-12-13 19:04:57.536,2023-12-13 19:05:00.549,,,,7229b33f-e833-4ae5-b204-d0bf47051b71,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,f30097f4-0c50-4707-9c9e-c10d748c56e8,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 20:29:08.776,2023-12-13 20:29:08.776,,,,0300365c-8bea-43d7-8d60-7167ce683fa4,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,c15068e9-1aef-4a04-9de3-00eb1fca801d,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 19:09:58.765,2023-12-13 19:09:58.765,,,,30cba917-bf6b-43dc-b4ae-1f765e066df5,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
UPDATE,cardId,1.0.0,5d98b909-bdb3-4af7-bb54-018cb14721b0,ACTIVE,VIRTUAL,2028-12-31,2023-12-13 18:06:26.215,2023-12-13 18:06:26.215,2023-12-13,,,2023-12-13 18:06:20.821,2023-12-13 18:06:26.351,,,,dc946953-3706-42c0-8956-59b1c99e10a2,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
UPDATE,cardId,1.0.0,74fe56cd-24ef-4444-9a76-10322ba9436c,ACTIVE,VIRTUAL,2028-09-30,2023-09-07 13:54:22.767,2023-09-07 13:54:22.767,2023-09-07,,,2023-09-07 13:54:15.809,2023-09-07 13:54:22.793,,,,b29e87cd-192e-4799-a505-8103b69d7494,0042a796-5342-4e10-8c26-f3cd5cd01995,9b19c035-031f-47a9-8568-b5fa8212d0c9
UPDATE,cardId,1.0.0,6ddab17c-ab7b-4154-86aa-c93e708dcb61,ACTIVE,VIRTUAL,2028-12-31,2023-12-13 19:58:24.737,2023-12-13 19:58:24.737,2023-12-13,,,2023-12-13 19:58:15.740,2023-12-13 19:58:24.766,,,,e00480e5-6f24-465d-937e-20382ec25b04,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,74fe56cd-24ef-4444-9a76-10322ba9436c,NEW,VIRTUAL,,,,2023-09-07,,,2023-09-07 13:54:15.809,2023-09-07 13:54:15.809,,,,b29e87cd-192e-4799-a505-8103b69d7494,0042a796-5342-4e10-8c26-f3cd5cd01995,9b19c035-031f-47a9-8568-b5fa8212d0c9
INSERT,cardId,1.0.0,bf041677-e578-47d5-8791-1f6a0943c7a6,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 18:57:10.533,2023-12-13 18:57:10.533,,,,d425335d-5873-4e51-958b-6b150de3f3db,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,8db13098-1bae-41b5-95f9-0b22652ccda4,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 18:33:24.852,2023-12-13 18:33:24.852,,,,5033ebcb-2167-4ff1-87cb-8b33feec0caa,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
UPDATE,cardId,1.0.0,52f0e566-d608-40eb-a55f-aa8b2e44c475,ACTIVE,VIRTUAL,2029-02-28,2024-02-13 12:36:21.829,2024-02-13 12:36:21.829,2024-02-13,,,2024-02-13 12:36:17.404,2024-02-13 12:36:21.842,,,,e2bb1a0e-082c-4d66-9b9e-27ac33ade7eb,0042a796-5342-4e10-8c26-f3cd5cd01995,e14371c2-0463-4dc4-b9e0-ea805015d31c
UPDATE,cardId,1.0.0,68aabd7e-4418-4ae5-8aa9-fec146b20927,ACTIVE,VIRTUAL,2028-12-31,2023-12-13 19:06:30.445,2023-12-13 19:06:30.445,2023-12-13,,,2023-12-13 19:06:21.442,2023-12-13 19:06:30.572,,,,7ed66e7d-0b4a-4647-8e95-2578fd6372db,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
UPDATE,cardId,1.0.0,f30097f4-0c50-4707-9c9e-c10d748c56e8,ACTIVE,VIRTUAL,2028-12-31,2023-12-13 20:29:17.000,2023-12-13 20:29:17.000,2023-12-13,,,2023-12-13 20:29:08.776,2023-12-13 20:29:17.123,,,,0300365c-8bea-43d7-8d60-7167ce683fa4,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,4329c100-7d8d-42a4-8759-935b6b582d86,NEW,VIRTUAL,,,,2024-01-24,,,2024-01-24 08:23:17.944,2024-01-24 08:23:17.944,,,,f87ce55a-f8fe-4148-9aa9-bab90c5ee3b3,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,49770a59-0267-4810-ac92-e6350339534f,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 18:12:22.529,2023-12-13 18:12:22.529,,,,2cf74fab-509d-46ec-a370-6abd963cc0a8,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,d0f91493-b027-4910-a5de-e0b0d36a2865,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 18:18:01.504,2023-12-13 18:18:01.504,,,,f9079c33-a44c-4825-924d-fa62a386f300,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
UPDATE,cardId,1.0.0,da2807e7-8610-4b16-b22f-6bffcd22aa60,ACTIVE,VIRTUAL,2028-12-31,2023-12-13 20:42:57.597,2023-12-13 20:42:57.597,2023-12-13,,,2023-12-13 20:42:53.458,2023-12-13 20:42:57.727,,,,97fde5e6-33fe-40ef-9ce7-ac0708649782,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
UPDATE,cardId,1.0.0,80f2ebd6-31cb-46a2-b4c0-ecbbbc2914af,ACTIVE,VIRTUAL,2028-12-31,2023-12-13 18:43:48.940,2023-12-13 18:43:48.940,2023-12-13,,,2023-12-13 18:43:37.465,2023-12-13 18:43:48.953,,,,490f787c-36bd-440e-ba14-80f4b57dd172,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
UPDATE,cardId,1.0.0,5d204494-9999-4db9-addc-d1dbb254c000,ACTIVE,VIRTUAL,2028-12-31,2023-12-13 21:54:03.124,2023-12-13 21:54:03.124,2023-12-13,,,2023-12-13 21:53:54.939,2023-12-13 21:54:03.155,,,,cbba9fad-28e2-4e10-a08f-af5ec83adf0f,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,72d85f32-023e-4f5b-a8ea-2dd83f2c49a8,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 19:43:11.601,2023-12-13 19:43:11.601,,,,3420727a-1aaa-445a-901c-d233b3299e97,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
UPDATE,cardId,1.0.0,365a3962-f4d2-4ed6-982c-44b49080db48,ACTIVE,VIRTUAL,2028-12-31,2023-12-13 19:39:03.275,2023-12-13 19:39:03.275,2023-12-13,,,2023-12-13 19:38:52.542,2023-12-13 19:39:03.379,,,,051b939f-56c5-447c-bf5b-b3468455044a,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
INSERT,cardId,1.0.0,b503948b-4eb7-492c-8115-168b58183dca,NEW,VIRTUAL,,,,2023-06-13,,,2023-06-13 16:39:19.183,2023-06-13 16:39:19.183,,,,ab6fb584-29ec-4ac1-a8d6-5c73adea3741,0042a796-5342-4e10-8c26-f3cd5cd01995,9b19c035-031f-47a9-8568-b5fa8212d0c9
UPDATE,cardId,1.0.0,8db13098-1bae-41b5-95f9-0b22652ccda4,ACTIVE,VIRTUAL,2028-12-31,2023-12-13 18:33:28.555,2023-12-13 18:33:28.555,2023-12-13,,,2023-12-13 18:33:24.852,2023-12-13 18:33:28.681,,,,5033ebcb-2167-4ff1-87cb-8b33feec0caa,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
UPDATE,cardId,1.0.0,7259ea80-f701-4c54-86b3-75a6c454725a,ACTIVE,VIRTUAL,2028-12-31,2023-12-13 19:03:20.409,2023-12-13 19:03:20.409,2023-12-13,,,2023-12-13 19:03:13.965,2023-12-13 19:03:20.541,,,,f014eacd-73cd-43c0-a430-7900422375d8,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
UPDATE,cardId,1.0.0,2e6d3676-caa7-408f-b987-f2144bea7534,ACTIVE,VIRTUAL,2029-02-28,2024-02-13 14:09:19.517,2024-02-13 14:09:19.517,2024-02-13,,,2024-02-13 14:09:10.695,2024-02-13 14:09:19.532,,,,cbcec3c4-7a99-4dd7-95be-51e21ae3c3e3,0042a796-5342-4e10-8c26-f3cd5cd01995,e14371c2-0463-4dc4-b9e0-ea805015d31c
INSERT,cardId,1.0.0,3022b6f9-f5ac-4e3e-85c8-1f070ad2d23e,NEW,VIRTUAL,,,,2023-12-13,,,2023-12-13 18:52:42.184,2023-12-13 18:52:42.184,,,,2259bd00-a5dc-4c25-9d86-88c749ebde94,0042a796-5342-4e10-8c26-f3cd5cd01995,f091df82-bb31-43ae-9c44-09a36cc284ec
UPDATE,cardId,1.0.0,5159bab7-addc-432e-bd91-999bd10ce262,ACTIVE,VIRTUAL,2029-05-31,2024-05-23 08:03:55.687,2024-05-23 08:03:55.687,2024-05-23,,,2024-05-23 08:03:29.285,2024-05-23 08:03:55.697,,,,88ee40be-2a02-4170-ace9-0b2cbcc84517,004e26ec-052b-40d6-8bbf-31425cf77a35,e14371c2-0463-4dc4-b9e0-ea805015d31c
INSERT,cardId,1.0.0,5159bab7-addc-432e-bd91-999bd10ce262,NEW,VIRTUAL,,,,2024-05-23,,,2024-05-23 08:03:29.285,2024-05-23 08:03:29.285,,,,88ee40be-2a02-4170-ace9-0b2cbcc84517,004e26ec-052b-40d6-8bbf-31425cf77a35,e14371c2-0463-4dc4-b9e0-ea805015d31c
INSERT,cardId,1.0.0,9c6e2976-af98-4101-b249-859806e6a6e2,NEW,VIRTUAL,,,,2025-02-04,,,2025-02-04 21:15:47.737,2025-02-04 21:15:47.737,,,,811ac997-38f8-4b14-b717-230d302fdcd5,005b9dde-f538-483e-9b10-caca80d1b36d,40d7d120-1778-430e-891a-b14796ff69db
UPDATE,cardId,1.0.0,9c6e2976-af98-4101-b249-859806e6a6e2,ACTIVE,VIRTUAL,2030-02-28,2025-02-04 21:15:49.572,2025-02-04 21:15:49.572,2025-02-04,,,2025-02-04 21:15:47.737,2025-02-04 21:15:49.594,,,,811ac997-38f8-4b14-b717-230d302fdcd5,005b9dde-f538-483e-9b10-caca80d1b36d,40d7d120-1778-430e-891a-b14796ff69db
UPDATE,cardId,1.0.0,5298eaf5-f515-46c8-b445-1cdc2d83e26a,ACTIVE,VIRTUAL,2029-05-31,2024-05-24 07:26:36.936,2024-05-24 07:26:36.936,2024-05-24,,,2024-05-24 07:26:07.207,2024-05-24 07:26:36.951,,,,504b870e-83a2-4a45-a852-128c4cc536e8,00610f2b-1bf0-4c6f-9350-21b145b061e2,e14371c2-0463-4dc4-b9e0-ea805015d31c
INSERT,cardId,1.0.0,5298eaf5-f515-46c8-b445-1cdc2d83e26a,NEW,VIRTUAL,,,,2024-05-24,,,2024-05-24 07:26:07.207,2024-05-24 07:26:07.207,,,,504b870e-83a2-4a45-a852-128c4cc536e8,00610f2b-1bf0-4c6f-9350-21b145b061e2,e14371c2-0463-4dc4-b9e0-ea805015d31c
UPDATE,cardId,1.0.0,a74b5aa4-7984-4f21-be86-34ce6ef37b49,ACTIVE,VIRTUAL,2029-05-31,2024-05-23 14:06:20.131,2024-05-23 14:06:20.131,2024-05-23,,,2024-05-23 14:06:03.937,2024-05-23 14:06:20.148,,,,e818dfbe-4cd4-4754-a1ff-93fe0985accb,00638a34-caa9-4662-bd7f-fa6447172285,e14371c2-0463-4dc4-b9e0-ea805015d31c
