created_date,party_key,is_onboarded,updated_date
2025-02-11 07:06:24.000,000bba40-ac22-42d4-915b-620c22257606,false,2025-02-11 07:06:24.000
2024-05-13 19:36:20.000,0033f212-10a3-4d4f-8bb0-bf87ec8815c5,false,2024-05-13 19:36:20.000
2025-02-04 21:10:56.000,005b9dde-f538-483e-9b10-caca80d1b36d,false,2025-02-04 21:10:56.000
2025-02-04 21:10:56.000,005b9dde-f538-483e-9b10-caca80d1b36d,true,2025-02-04 21:16:25.000
2024-10-30 07:25:56.000,0072fbbf-b460-4657-ad2f-b8797e5a3f54,false,2024-10-30 07:25:56.000
2024-07-18 16:07:06.000,008ded36-6d74-428e-9a88-ebbd27dc20ce,false,2024-07-18 16:07:06.000
2024-10-25 07:20:23.000,00c0ba5e-0138-4797-89d1-ac9c21d5cbd8,false,2024-10-25 07:20:23.000
2024-12-11 04:26:37.000,00f1609b-bfc1-4e04-a2ca-f595d5ba77ef,true,2024-12-11 04:32:08.000
2024-12-11 04:26:37.000,00f1609b-bfc1-4e04-a2ca-f595d5ba77ef,false,2024-12-11 04:26:37.000
2024-10-22 07:29:16.000,0102dee6-510f-4911-9433-0170ef9eb72d,true,2024-10-22 07:32:44.000
2024-10-22 07:29:16.000,0102dee6-510f-4911-9433-0170ef9eb72d,false,2024-10-22 07:29:16.000
2024-12-08 06:29:23.000,0111c977-bf73-48df-93dd-be9ca552edbc,false,2024-12-08 06:29:23.000
2024-12-08 06:29:23.000,0111c977-bf73-48df-93dd-be9ca552edbc,true,2024-12-08 06:33:25.000
2024-10-04 06:02:57.000,0120dd8d-968b-46b2-a35b-2365a0287209,false,2024-10-04 06:02:57.000
2025-01-07 11:14:40.000,0167deb8-613c-46d3-a5ef-53b021dd4e29,false,2025-01-07 11:14:40.000
2025-01-08 13:48:19.000,018f2759-9017-4494-b51c-40cac70876ad,false,2025-01-08 13:48:19.000
2024-07-23 10:07:58.000,01953b87-058a-4b54-8ab3-d3612f553aae,false,2024-07-23 10:07:58.000
2024-10-22 05:34:39.000,019edf17-c063-462f-9807-58dac16e9704,false,2024-10-22 05:34:39.000
2024-10-22 05:34:39.000,019edf17-c063-462f-9807-58dac16e9704,true,2024-10-22 05:37:21.000
2024-05-21 12:15:25.000,01a221b4-184a-4513-b4d6-ccee9124a4da,true,2024-05-21 12:18:24.000
2024-05-21 12:15:25.000,01a221b4-184a-4513-b4d6-ccee9124a4da,false,2024-05-21 12:15:25.000
2024-10-09 14:13:55.000,01b3165d-441f-483e-822b-9b7a0f04103f,false,2024-10-09 14:13:55.000
2024-10-25 07:13:37.000,01b33e91-4bd3-41be-bb9e-a91c0b90826d,false,2024-10-25 07:13:37.000
2024-10-25 07:13:37.000,01b33e91-4bd3-41be-bb9e-a91c0b90826d,true,2024-10-25 07:16:41.000
2024-11-04 10:17:58.000,01b4e01a-73de-4cd1-95bf-883717691e25,true,2024-11-04 10:21:44.000
2024-11-04 10:17:58.000,01b4e01a-73de-4cd1-95bf-883717691e25,false,2024-11-04 10:17:58.000
2024-10-15 10:49:00.000,01bcc5f7-85cd-47e4-bfc8-72ede5b593a3,false,2024-10-15 10:49:00.000
2024-07-01 09:37:57.000,01cd1381-9013-48f9-ad1c-deef60239493,false,2024-07-01 09:37:57.000
2024-08-08 08:09:26.000,01f0b208-0e35-4cfb-9c1b-8f5281800238,false,2024-08-08 08:09:26.000
2024-06-18 11:53:09.000,02226bf5-980d-484e-bc34-6bc7615bf6ff,false,2024-06-18 11:53:09.000
2024-09-19 05:10:08.000,02535da0-b8f1-4e8a-a794-94f62bdf6b27,false,2024-09-19 05:10:08.000
2024-08-12 06:56:46.000,026260d2-4c4d-4e7f-b548-5955b508cae6,false,2024-08-12 06:56:46.000
2024-10-03 11:14:41.000,026a307f-554a-4f60-925a-aaf0d45a4c0d,false,2024-10-03 11:14:41.000
2024-06-19 11:31:55.000,026a98c7-ee71-4793-96c0-35c1b49f738e,false,2024-06-19 11:31:55.000
2024-06-19 11:31:55.000,026a98c7-ee71-4793-96c0-35c1b49f738e,true,2024-06-19 11:37:10.000
2024-08-08 10:56:01.000,02ab4eab-ca8f-418c-afa0-19b3818a13a8,false,2024-08-08 10:56:01.000
2024-07-31 11:14:10.000,02e36d55-9076-4cbf-9b81-25a9f611ff8f,false,2024-07-31 11:14:10.000
2025-02-03 09:05:30.000,02e90c56-05ef-45f9-9f20-47a97d86adf2,true,2025-02-03 09:10:44.000
2025-02-03 09:05:30.000,02e90c56-05ef-45f9-9f20-47a97d86adf2,false,2025-02-03 09:05:30.000
2025-01-29 04:42:28.000,02f3ba2a-94b7-4238-8215-2e7b7b760a3e,false,2025-01-29 04:42:28.000
2024-07-29 16:03:28.000,0339ed6b-919a-464c-a7a1-5c81442dda0e,false,2024-07-29 16:03:28.000
2024-11-21 12:45:51.000,033e16d4-a4ce-48d7-bf6a-5afb8bc1d167,false,2024-11-21 12:45:51.000
2024-11-21 12:45:51.000,033e16d4-a4ce-48d7-bf6a-5afb8bc1d167,true,2024-11-21 12:55:04.000
2024-10-03 08:43:59.000,0344a7f1-35c9-4e32-b525-9f4c688610ba,false,2024-10-03 08:43:59.000
2024-11-14 11:49:15.000,034f254b-6e7f-4683-82e1-7f849428e976,true,2024-11-14 11:52:15.000
2024-11-14 11:49:15.000,034f254b-6e7f-4683-82e1-7f849428e976,false,2024-11-14 11:49:15.000
2024-10-23 05:32:16.000,0359d4c4-63df-46a9-800f-ea8b9c106d74,true,2024-10-23 05:35:27.000
2024-10-23 05:32:16.000,0359d4c4-63df-46a9-800f-ea8b9c106d74,false,2024-10-23 05:32:16.000
2024-08-15 05:21:31.000,03928ec4-affe-4069-bba3-7805ffa2bafb,false,2024-08-15 05:21:31.000
2024-08-14 08:39:11.000,03993d9a-a814-4c29-92a6-a3e739dda332,false,2024-08-14 08:39:11.000
2024-07-15 12:15:12.000,03ae9cc6-0ebd-48d2-b1be-78a0f4b3d01d,true,2024-07-15 12:18:13.000
2024-07-15 12:15:12.000,03ae9cc6-0ebd-48d2-b1be-78a0f4b3d01d,false,2024-07-15 12:15:12.000
2024-11-05 11:17:15.000,03c6bfd0-6875-4c3d-ab97-5b0460490c04,true,2024-11-05 11:21:49.000
2024-11-05 11:17:15.000,03c6bfd0-6875-4c3d-ab97-5b0460490c04,false,2024-11-05 11:17:15.000
2024-05-20 18:07:17.000,03e1fb43-6c95-4905-8169-4f1ce49ef203,true,2024-05-20 18:16:36.000
2024-05-20 18:07:17.000,03e1fb43-6c95-4905-8169-4f1ce49ef203,false,2024-05-20 18:07:17.000
2025-01-24 07:46:55.000,03eaca74-e69a-42cb-9ee5-aa5785c58822,false,2025-01-24 07:46:55.000
2024-12-13 04:07:35.000,03f3ae8d-6205-4cdb-912a-25fdd9fec43c,true,2024-12-13 04:31:32.000
2024-12-13 04:07:35.000,03f3ae8d-6205-4cdb-912a-25fdd9fec43c,false,2024-12-13 04:07:35.000
2024-07-18 05:56:18.000,03fcd9ba-96e3-4e52-ab04-9f22b27e3719,false,2024-07-18 05:56:18.000
2024-07-25 09:59:01.000,0447bb17-bfd7-4b08-950c-bb7d6cedb196,false,2024-07-25 09:59:01.000
2025-01-15 08:32:12.000,044e3948-1f6e-455e-987f-848fac35a969,false,2025-01-15 08:32:12.000
2025-01-15 08:32:12.000,044e3948-1f6e-455e-987f-848fac35a969,true,2025-01-15 08:34:48.000
2025-02-06 07:11:57.000,0451f1b0-e5c8-4349-9f4c-cc21d905a970,false,2025-02-06 07:11:57.000
2024-11-08 08:35:58.000,04596ec7-f0ca-4580-97be-4029966c74c7,true,2024-11-08 08:43:02.000
2024-11-08 08:35:58.000,04596ec7-f0ca-4580-97be-4029966c74c7,false,2024-11-08 08:35:58.000
2024-07-05 05:46:33.000,046c072d-c1d5-493e-80c2-67ae3a064abb,false,2024-07-05 05:46:33.000
2024-07-05 05:46:33.000,046c072d-c1d5-493e-80c2-67ae3a064abb,true,2024-07-05 05:49:13.000
2024-07-01 09:07:44.000,04939148-caf6-436b-896f-0d20cf36ac1d,false,2024-07-01 09:07:44.000
2024-10-30 04:48:17.000,04bfc1b4-b849-4844-a2bc-4d1368e8be82,false,2024-10-30 04:48:17.000
2024-07-08 03:11:28.000,04fb4b27-9e5a-4ced-a0af-f1a6994c8266,false,2024-07-08 03:11:28.000
2024-07-17 05:14:07.000,0507abc8-f45f-45ec-81e2-2a09d983ecaa,true,2024-07-17 05:17:10.000
2024-07-17 05:14:07.000,0507abc8-f45f-45ec-81e2-2a09d983ecaa,false,2024-07-17 05:14:07.000
2025-01-20 11:52:09.000,053f5d48-95e8-4859-9e0d-987383d8155b,false,2025-01-20 11:52:09.000
2025-01-20 11:52:09.000,053f5d48-95e8-4859-9e0d-987383d8155b,true,2025-01-20 12:09:05.000
2024-12-04 09:13:43.000,0552910b-f90e-441f-8bc0-7b0b49db3cf0,false,2024-12-04 09:13:43.000
2024-09-04 04:59:02.000,05a856be-584b-4a28-aab7-bfa05c08a650,false,2024-09-04 04:59:02.000
2025-01-21 13:51:54.000,05aa3c0e-4104-4179-89b9-f9124fc1c481,true,2025-01-21 13:55:46.000
2025-01-21 13:51:54.000,05aa3c0e-4104-4179-89b9-f9124fc1c481,false,2025-01-21 13:51:54.000
2024-11-04 06:35:59.000,05ad5d57-3ab2-4fd5-88db-d75f6603020b,false,2024-11-04 06:35:59.000
2024-11-04 06:35:59.000,05ad5d57-3ab2-4fd5-88db-d75f6603020b,true,2024-11-04 06:38:30.000
2024-08-02 12:52:29.000,06185302-8608-4ae7-bcb3-f7c47bc718bb,false,2024-08-02 12:52:29.000
2024-11-04 09:41:58.000,0623b08c-7f7b-4ef5-8217-99243638d85d,false,2024-11-04 09:41:58.000
2025-01-06 10:46:46.000,0630f05e-e02b-4c14-95b7-4ee5b5f43244,false,2025-01-06 10:46:46.000
2024-09-01 11:10:48.000,0631d25f-4b27-4628-b6bc-d686e46f09d5,false,2024-09-01 11:10:48.000
2024-11-05 04:39:32.000,0638af72-5239-4911-a349-3ed86490eabd,false,2024-11-05 04:39:32.000
2024-11-05 04:39:32.000,0638af72-5239-4911-a349-3ed86490eabd,true,2024-11-05 04:41:38.000
2024-10-17 16:20:11.000,0641938e-71b4-4811-93f2-0f3e7476dde8,false,2024-10-17 16:20:11.000
2025-02-11 11:38:51.000,06531dfd-92d3-409d-b8e0-5d667542a972,false,2025-02-11 11:38:51.000
2024-07-12 04:26:24.000,06bff5c9-4424-4893-99f1-47296232104f,true,2024-07-12 04:30:06.000
2024-07-12 04:26:24.000,06bff5c9-4424-4893-99f1-47296232104f,false,2024-07-12 04:26:24.000
2024-07-17 14:08:24.000,0704626e-1dce-4929-9f23-7d8923c8369b,false,2024-07-17 14:08:24.000
2024-07-17 14:08:24.000,0704626e-1dce-4929-9f23-7d8923c8369b,true,2024-07-17 14:12:11.000
2024-11-22 03:16:33.000,0711c612-a6bb-45b7-8a39-0efa2117a748,false,2024-11-22 03:16:33.000
2024-11-22 03:16:33.000,0711c612-a6bb-45b7-8a39-0efa2117a748,true,2024-11-22 03:23:01.000
2024-11-01 11:50:59.000,072e260a-65cb-41b6-8f94-3283f1b67d02,false,2024-11-01 11:50:59.000
2024-08-07 10:59:28.000,07381cde-43ea-435d-ab52-f3d4d290ee13,false,2024-08-07 10:59:28.000
2024-07-26 07:49:45.000,074be08d-7ce4-4ac4-9bde-11714b35f7d1,false,2024-07-26 07:49:45.000
2024-09-09 14:50:56.000,0775e328-697e-4f57-b446-7ce156d28b30,true,2024-09-09 14:53:31.000
2024-09-09 14:50:56.000,0775e328-697e-4f57-b446-7ce156d28b30,false,2024-09-09 14:50:56.000
